step,time_s,true_x,true_y,true_z,true_vx,true_vy,true_vz,est_x,est_y,est_z,cmd_fx,cmd_fy,cmd_fz,range_m,dv_step,att_qw,att_qx,att_qy,att_qz,att_err_deg,att_aligned,mission_mode,fault_code,imu_ax,imu_ay,imu_az
460,461.000,-0.7904,52.6371,0.0000,0.003880,-0.053410,0.000000,-0.8274,52.6022,0.0139,0.0000,-0.7017,0.0000,52.6958,0.001404,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001126,0.012232,0.012362
461,462.000,-0.7866,52.5830,0.0000,0.003754,-0.054752,0.000000,-0.8305,52.5368,0.0384,0.0000,-0.6664,0.0000,52.6430,0.001333,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.016003,0.006597,-0.003915
462,463.000,-0.7829,52.5276,0.0000,0.003626,-0.056027,0.000000,-0.8038,52.5004,0.0179,0.0000,-0.6328,0.0000,52.5889,0.001266,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001291,-0.001370,-0.002878
463,464.000,-0.7794,52.4710,0.0000,0.003495,-0.057238,0.000000,-0.7615,52.3919,0.0315,0.0000,-0.6010,0.0000,52.5335,0.001203,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010460,0.009689,0.010686
464,465.000,-0.7759,52.4132,0.0000,0.003361,-0.058387,0.000000,-0.7867,52.3681,0.0418,0.0000,-0.5707,0.0000,52.4768,0.001142,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000213,-0.006982,-0.009752
465,466.000,-0.7726,52.3543,0.0000,0.003224,-0.059479,0.000000,-0.7679,52.3392,0.0379,0.0000,-0.5419,0.0000,52.4189,0.001084,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008804,0.005847,-0.008433
466,467.000,-0.7695,52.2943,0.0000,0.003086,-0.060517,0.000000,-0.7994,52.2793,0.0082,0.0000,-0.5146,0.0000,52.3600,0.001030,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.023677,0.004171,-0.003522
467,468.000,-0.7665,52.2333,0.0000,0.002944,-0.061501,0.000000,-0.7936,52.1768,0.0154,0.0000,-0.4887,0.0000,52.2999,0.000978,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007657,0.008312,-0.006859
468,469.000,-0.7636,52.1713,0.0000,0.002801,-0.062437,0.000000,-0.7797,52.1336,0.0107,0.0000,-0.4641,0.0000,52.2389,0.000929,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005046,0.012019,-0.004253
469,470.000,-0.7609,52.1084,0.0000,0.002656,-0.063325,0.000000,-0.7643,52.0749,-0.0082,0.0000,-0.4407,0.0000,52.1769,0.000882,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013520,-0.000792,-0.023988
470,471.000,-0.7583,52.0447,0.0000,0.002508,-0.064168,0.000000,-0.7420,52.0075,-0.0062,0.0000,-0.4185,0.0000,52.1140,0.000837,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.016776,-0.000481,-0.007931
471,472.000,-0.7558,51.9801,0.0000,0.002359,-0.064969,0.000000,-0.7481,51.9565,0.0074,0.0000,-0.3974,0.0000,52.0502,0.000795,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006866,0.016598,0.010716
472,473.000,-0.7536,51.9147,0.0000,0.002208,-0.065730,0.000000,-0.7313,51.9198,0.0161,0.0000,-0.3774,0.0000,51.9856,0.000755,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008380,-0.015391,0.006758
473,474.000,-0.7514,51.8487,0.0000,0.002056,-0.066452,0.000000,-0.7225,51.8321,0.0140,0.0000,-0.3584,0.0000,51.9202,0.000717,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.014242,0.006687,-0.009620
474,475.000,-0.7495,51.7819,0.0000,0.001902,-0.067137,0.000000,-0.7281,51.8047,-0.0033,0.0000,-0.3403,0.0000,51.8541,0.000681,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.009140,-0.007719,0.004458
475,476.000,-0.7476,51.7144,0.0000,0.001746,-0.067788,0.000000,-0.7317,51.7690,0.0168,0.0000,-0.3232,0.0000,51.7873,0.000647,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003703,-0.002230,0.027665
476,477.000,-0.7460,51.6463,0.0000,0.001589,-0.068406,0.000000,-0.7424,51.7168,0.0357,0.0000,-0.3069,0.0000,51.7198,0.000614,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001380,-0.005545,0.009540
477,478.000,-0.7445,51.5776,0.0000,0.001430,-0.068993,0.000000,-0.7552,51.6386,0.0003,0.0000,-0.2914,0.0000,51.6517,0.000583,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000894,0.000973,0.012892
478,479.000,-0.7431,51.5083,0.0000,0.001270,-0.069550,0.000000,-0.7424,51.5280,-0.0332,0.0000,-0.2768,0.0000,51.5830,0.000554,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.014110,0.011567,-0.001231
479,480.000,-0.7419,51.4385,0.0000,0.001109,-0.070079,0.000000,-0.7535,51.4442,-0.0320,0.0000,-0.2628,0.0000,51.5137,0.000526,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008936,-0.009721,-0.003437
480,481.000,-0.7409,51.3682,0.0000,0.000947,-0.070581,0.000000,-0.7324,51.3518,-0.0300,0.0000,-0.2496,0.0000,51.4439,0.000500,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005182,-0.009044,-0.014670
481,482.000,-0.7400,51.2974,0.0000,0.000784,-0.071057,0.000000,-0.7443,51.2601,-0.0121,0.0000,-0.2370,0.0000,51.3735,0.000474,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002628,-0.011891,-0.003490
482,483.000,-0.7393,51.2261,0.0000,0.000620,-0.071509,0.000000,-0.7400,51.2520,-0.0073,0.0000,-0.2251,0.0000,51.3027,0.000451,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005767,0.003411,-0.009585
483,484.000,-0.7388,51.1544,0.0000,0.000454,-0.071938,0.000000,-0.7496,51.2192,0.0195,0.0000,-0.2138,0.0000,51.2314,0.000428,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013218,0.001169,0.003284
484,485.000,-0.7384,51.0822,0.0000,0.000288,-0.072346,0.000000,-0.7194,51.1681,-0.0066,0.0000,-0.2031,0.0000,51.1597,0.000406,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000614,0.024563,0.012881
485,486.000,-0.7382,51.0097,0.0000,0.000121,-0.072732,0.000000,-0.7221,51.1012,-0.0019,0.0000,-0.1929,0.0000,51.0876,0.000386,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010284,0.000191,0.009209
486,487.000,-0.7382,50.9368,0.0000,-0.000047,-0.073099,0.000000,-0.7115,51.0002,0.0041,0.0000,-0.1833,0.0000,51.0150,0.000367,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007337,-0.021857,0.011758
487,488.000,-0.7383,50.8635,0.0000,-0.000216,-0.073447,0.000000,-0.7135,50.8866,-0.0149,0.0000,-0.1741,0.0000,50.9421,0.000348,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013704,0.008730,0.016601
488,489.000,-0.7386,50.7899,0.0000,-0.000386,-0.073778,0.000000,-0.6935,50.8147,-0.0108,0.0000,-0.1654,0.0000,50.8688,0.000331,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001089,-0.012740,-0.003241
489,490.000,-0.7391,50.7159,0.0000,-0.000556,-0.074091,0.000000,-0.7114,50.7127,-0.0250,0.0000,-0.1571,0.0000,50.7952,0.000314,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003798,-0.015008,-0.000449
490,491.000,-0.7397,50.6417,0.0000,-0.000727,-0.074388,0.000000,-0.7058,50.5863,0.0063,0.0000,-0.1493,0.0000,50.7213,0.000299,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003786,-0.010919,0.002268
491,492.000,-0.7405,50.5672,0.0000,-0.000899,-0.074671,0.000000,-0.6793,50.5020,0.0278,0.0000,-0.1418,0.0000,50.6471,0.000284,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006583,0.003251,0.004139
492,493.000,-0.7415,50.4924,0.0000,-0.001071,-0.074938,0.000000,-0.7085,50.4723,0.0363,0.0000,-0.1348,0.0000,50.5726,0.000270,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010392,0.001831,-0.004090
493,494.000,-0.7427,50.4173,0.0000,-0.001244,-0.075192,0.000000,-0.7051,50.4386,0.0182,0.0000,-0.1281,0.0000,50.4978,0.000256,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013478,-0.003197,-0.011131
494,495.000,-0.7440,50.3420,0.0000,-0.001418,-0.075432,0.000000,-0.7254,50.2991,-0.0182,0.0000,-0.1217,0.0000,50.4228,0.000244,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.013963,-0.002971,0.011799
495,496.000,-0.7455,50.2664,0.0000,-0.001592,-0.075661,0.000000,-0.7108,50.2316,-0.0029,0.0000,-0.1157,0.0000,50.3475,0.000232,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003756,0.002828,-0.001749
496,497.000,-0.7472,50.1907,0.0000,-0.001767,-0.075877,0.000000,-0.7211,50.1783,0.0147,0.0000,-0.1100,0.0000,50.2720,0.000220,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004217,-0.021341,-0.014316
497,498.000,-0.7490,50.1147,0.0000,-0.001942,-0.076082,0.000000,-0.7266,50.1207,0.0070,0.0000,-0.1046,0.0000,50.1962,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007848,-0.009668,0.012585
498,499.000,-0.7510,50.0386,0.0000,-0.001917,-0.076078,0.000000,-0.7753,50.0888,-0.0084,0.1001,0.0000,0.0000,50.1203,0.000200,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007797,-0.016956,-0.007202
499,500.000,-0.7530,49.9625,0.0000,-0.002092,-0.076073,0.000000,-0.7621,49.9708,0.0050,0.0000,0.0000,0.0000,50.0442,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005503,0.016248,-0.006002
500,501.000,-0.7550,49.8865,0.0000,-0.002060,-0.076069,0.000000,-0.7515,49.9477,0.0055,0.1036,0.0000,0.0000,49.9682,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008605,-0.004232,-0.014807
501,502.000,-0.7571,49.8104,0.0000,-0.002029,-0.076064,0.000000,-0.7639,49.8665,0.0035,0.1032,0.0000,0.0000,49.8922,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000385,0.011438,0.025842
502,503.000,-0.7591,49.7343,0.0000,-0.001998,-0.076060,0.000000,-0.7702,49.7410,0.0085,0.1029,0.0000,0.0000,49.8162,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.015344,0.018910,-0.013091
503,504.000,-0.7612,49.6583,0.0000,-0.002173,-0.076055,0.000000,-0.7345,49.6870,0.0276,0.0000,0.0000,0.0000,49.7401,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.015862,-0.010048,-0.015557
504,505.000,-0.7633,49.5821,0.0000,-0.002135,-0.076250,0.000000,-0.7611,49.6109,0.0334,0.1068,-0.1000,0.0000,49.6641,0.000293,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004639,0.000661,-0.015374
505,506.000,-0.7655,49.5059,0.0000,-0.002097,-0.076246,0.000000,-0.7803,49.5622,0.0028,0.1067,0.0000,0.0000,49.5880,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005630,-0.002988,0.006192
506,507.000,-0.7675,49.4296,0.0000,-0.002059,-0.076241,0.000000,-0.7995,49.5050,0.0178,0.1071,0.0000,0.0000,49.5118,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.019232,-0.002297,-0.001674
507,508.000,-0.7696,49.3534,0.0000,-0.002023,-0.076237,0.000000,-0.7954,49.3924,-0.0022,0.1057,0.0000,0.0000,49.4356,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.001458,-0.004725,0.001159
508,509.000,-0.7716,49.2772,0.0000,-0.001989,-0.076232,0.000000,-0.7957,49.2902,-0.0122,0.1046,0.0000,0.0000,49.3594,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.017049,0.009471,-0.000769
509,510.000,-0.7736,49.2009,0.0000,-0.001959,-0.076228,0.000000,-0.7834,49.2295,0.0166,0.1031,0.0000,0.0000,49.2832,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002521,-0.005032,0.001401
510,511.000,-0.7755,49.1247,0.0000,-0.001928,-0.076223,0.000000,-0.7979,49.1727,0.0074,0.1032,0.0000,0.0000,49.2070,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008501,-0.008409,-0.013256
511,512.000,-0.7774,49.0485,0.0000,-0.001898,-0.076219,0.000000,-0.8109,49.0450,0.0220,0.1029,0.0000,0.0000,49.1308,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013689,0.012134,-0.001166
512,513.000,-0.7793,48.9723,0.0000,-0.001866,-0.076215,0.000000,-0.8328,49.0071,0.0142,0.1036,0.0000,0.0000,49.0546,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008770,0.003547,0.000610
513,514.000,-0.7811,48.8961,0.0000,-0.001841,-0.076211,0.000000,-0.7932,48.8693,0.0192,0.1005,0.0000,0.0000,48.9785,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.008126,0.009162,-0.001757
514,515.000,-0.7831,48.8199,0.0000,-0.002017,-0.076206,0.000000,-0.7586,48.7867,0.0078,0.0000,0.0000,0.0000,48.9023,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000638,-0.013816,-0.005102
515,516.000,-0.7851,48.7436,0.0000,-0.001984,-0.076202,0.000000,-0.7821,48.7105,-0.0286,0.1043,0.0000,0.0000,48.8261,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005094,0.021826,0.000748
516,517.000,-0.7870,48.6674,0.0000,-0.001952,-0.076198,0.000000,-0.7858,48.6464,-0.0239,0.1039,0.0000,0.0000,48.7500,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002076,0.014992,-0.004333
517,518.000,-0.7890,48.5913,0.0000,-0.001923,-0.076193,0.000000,-0.7740,48.5622,-0.0260,0.1021,0.0000,0.0000,48.6738,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.006949,0.005805,-0.016841
518,519.000,-0.7909,48.5151,0.0000,-0.001894,-0.076189,0.000000,-0.7848,48.5145,-0.0313,0.1022,0.0000,0.0000,48.5977,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007330,-0.014016,0.006107
519,520.000,-0.7928,48.4389,0.0000,-0.001868,-0.076185,0.000000,-0.7788,48.4396,-0.0298,0.1008,0.0000,0.0000,48.5215,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.008628,0.005256,0.011570
520,521.000,-0.7947,48.3627,0.0000,-0.002044,-0.076180,0.000000,-0.7623,48.3820,-0.0285,0.0000,0.0000,0.0000,48.4454,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004714,0.022613,0.002802
521,522.000,-0.7968,48.2865,0.0000,-0.002012,-0.076176,0.000000,-0.7537,48.3477,-0.0191,0.1039,0.0000,0.0000,48.3692,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005124,0.002257,-0.012462
522,523.000,-0.7988,48.2103,0.0000,-0.001982,-0.076171,0.000000,-0.7469,48.2712,0.0268,0.1026,0.0000,0.0000,48.2931,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003220,0.007588,-0.005397
523,524.000,-0.8007,48.1342,0.0000,-0.001950,-0.076167,0.000000,-0.7804,48.1868,0.0084,0.1038,0.0000,0.0000,48.2170,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010233,0.011944,0.017192
524,525.000,-0.8027,48.0580,0.0000,-0.001919,-0.076163,0.000000,-0.7877,48.0828,0.0099,0.1035,0.0000,0.0000,48.1408,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.018673,0.003776,-0.000349
525,526.000,-0.8046,47.9818,0.0000,-0.001885,-0.076158,0.000000,-0.8186,47.9511,0.0456,0.1047,0.0000,0.0000,48.0647,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005891,-0.014800,0.005110
526,527.000,-0.8064,47.9057,0.0000,-0.001852,-0.076154,0.000000,-0.8297,47.8958,-0.0003,0.1044,0.0000,0.0000,47.9886,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006502,0.003121,0.009002
527,528.000,-0.8083,47.8295,0.0000,-0.001821,-0.076150,0.000000,-0.8233,47.7856,0.0200,0.1032,0.0000,0.0000,47.9125,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012796,0.002170,-0.011219
528,529.000,-0.8101,47.7534,0.0000,-0.001795,-0.076146,0.000000,-0.8018,47.7113,0.0073,0.1008,0.0000,0.0000,47.8364,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007670,-0.006929,0.006010
529,530.000,-0.8119,47.6772,0.0000,-0.001769,-0.076142,0.000000,-0.8097,47.6511,0.0090,0.1008,0.0000,0.0000,47.7603,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.023047,0.003553,-0.002509
530,531.000,-0.8136,47.6011,0.0000,-0.001744,-0.076138,0.000000,-0.8122,47.5681,0.0062,0.1002,0.0000,0.0000,47.6842,0.000200,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.009810,0.001351,-0.004114
531,532.000,-0.8154,47.5250,0.0000,-0.001920,-0.076134,0.000000,-0.8184,47.5122,-0.0079,0.0000,0.0000,0.0000,47.6081,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012489,-0.008208,0.008366
532,533.000,-0.8173,47.4488,0.0000,-0.001883,-0.076130,0.000000,-0.8268,47.4229,-0.0180,0.1060,0.0000,0.0000,47.5320,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.004767,-0.000224,0.002883
533,534.000,-0.8192,47.3727,0.0000,-0.001849,-0.076126,0.000000,-0.8271,47.2949,-0.0213,0.1048,0.0000,0.0000,47.4559,0.000210,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.007694,0.007671,-0.018697
534,535.000,-0.8210,47.2966,0.0000,-0.001817,-0.076122,0.000000,-0.8239,47.2284,-0.0064,0.1038,0.0000,0.0000,47.3798,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006316,0.006583,-0.000206
535,536.000,-0.8228,47.2205,0.0000,-0.001785,-0.076118,0.000000,-0.8351,47.1471,-0.0148,0.1039,0.0000,0.0000,47.3037,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.017978,0.000052,-0.000347
536,537.000,-0.8246,47.1443,0.0000,-0.001752,-0.076114,0.000000,-0.8593,47.0782,-0.0113,0.1043,0.0000,0.0000,47.2276,0.000209,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002885,0.007129,0.022106
537,538.000,-0.8263,47.0682,0.0000,-0.001722,-0.076110,0.000000,-0.8472,47.0216,0.0016,0.1028,0.0000,0.0000,47.1516,0.000206,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011523,-0.002646,0.014413
538,539.000,-0.8281,46.9921,0.0000,-0.001697,-0.076106,0.000000,-0.8264,47.0028,-0.0037,0.1005,0.0000,0.0000,47.0755,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.010547,-0.016071,0.002107
539,540.000,-0.8298,46.9160,0.0000,-0.001872,-0.076102,0.000000,-0.7952,46.9071,-0.0104,0.0000,0.0000,0.0000,46.9994,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002825,-0.002785,0.003991
540,541.000,-0.8317,46.8399,0.0000,-0.001840,-0.076098,0.000000,-0.8023,46.8202,-0.0063,0.1037,0.0000,0.0000,46.9234,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005395,0.011120,-0.005807
541,542.000,-0.8335,46.7638,0.0000,-0.001805,-0.076094,0.000000,-0.8441,46.7454,0.0120,0.1056,0.0000,0.0000,46.8473,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007456,-0.007291,-0.000482
542,543.000,-0.8353,46.6877,0.0000,-0.001774,-0.076090,0.000000,-0.8248,46.6760,0.0017,0.1033,0.0000,0.0000,46.7713,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.013335,0.008831,0.018018
543,544.000,-0.8371,46.6116,0.0000,-0.001742,-0.076086,0.000000,-0.8372,46.6233,0.0127,0.1034,0.0000,0.0000,46.6952,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009614,0.008106,0.006398
544,545.000,-0.8388,46.5356,0.0000,-0.001713,-0.076082,0.000000,-0.8342,46.5179,0.0724,0.1024,0.0000,0.0000,46.6192,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.009305,-0.011615,0.022341
545,546.000,-0.8405,46.4595,0.0000,-0.001685,-0.076078,0.000000,-0.8401,46.4782,0.0622,0.1019,0.0000,0.0000,46.5431,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.001466,-0.007367,-0.015602
546,547.000,-0.8422,46.3834,0.0000,-0.001657,-0.076075,0.000000,-0.8493,46.4290,0.0307,0.1017,0.0000,0.0000,46.4671,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.005800,0.007934,-0.002633
547,548.000,-0.8438,46.3073,0.0000,-0.001631,-0.076071,0.000000,-0.8446,46.3534,0.0073,0.1007,0.0000,0.0000,46.3911,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.011105,0.003624,-0.005520
548,549.000,-0.8455,46.2313,0.0000,-0.001807,-0.076067,0.000000,-0.8370,46.2484,-0.0013,0.0000,0.0000,0.0000,46.3150,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.012087,-0.005358,0.005386
549,550.000,-0.8473,46.1552,0.0000,-0.001768,-0.076063,0.000000,-0.8687,46.1879,-0.0126,0.1071,0.0000,0.0000,46.2390,0.000214,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004594,0.006146,-0.009303
550,551.000,-0.8491,46.0791,0.0000,-0.001731,-0.076059,0.000000,-0.8774,46.1033,0.0180,0.1063,0.0000,0.0000,46.1630,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.003160,0.005306,-0.012049
551,552.000,-0.8508,46.0031,0.0000,-0.001696,-0.076055,0.000000,-0.8784,46.0406,0.0276,0.1055,0.0000,0.0000,46.0870,0.000211,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000903,0.007724,0.004189
552,553.000,-0.8525,45.9270,0.0000,-0.001664,-0.076052,0.000000,-0.8605,45.9256,0.0468,0.1036,0.0000,0.0000,46.0109,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.010089,-0.008455,0.000638
553,554.000,-0.8541,45.8510,0.0000,-0.001635,-0.076048,0.000000,-0.8554,45.8754,0.0162,0.1023,0.0000,0.0000,45.9349,0.000205,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.002898,-0.012554,-0.000466
554,555.000,-0.8557,45.7749,0.0000,-0.001608,-0.076044,0.000000,-0.8468,45.7781,0.0267,0.1013,0.0000,0.0000,45.8589,0.000203,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.016800,-0.007508,-0.017277
555,556.000,-0.8573,45.6988,0.0000,-0.001581,-0.076241,0.000000,-0.8601,45.7008,-0.0087,0.1012,-0.1000,0.0000,45.7829,0.000285,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.011617,0.015488,-0.008277
556,557.000,-0.8589,45.6225,0.0000,-0.001556,-0.076238,0.000000,-0.8606,45.6436,-0.0207,0.1006,0.0000,0.0000,45.7068,0.000201,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.003463,-0.006814,-0.006541
557,558.000,-0.8605,45.5463,0.0000,-0.001732,-0.076234,0.000000,-0.8592,45.5310,0.0156,0.0000,0.0000,0.0000,45.6306,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.016141,-0.011645,0.002808
558,559.000,-0.8623,45.4701,0.0000,-0.001695,-0.076230,0.000000,-0.8806,45.4636,0.0086,0.1066,0.0000,0.0000,45.5544,0.000213,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.006053,-0.005417,-0.003646
559,560.000,-0.8639,45.3939,0.0000,-0.001663,-0.076226,0.000000,-0.8516,45.4180,0.0155,0.1040,0.0000,0.0000,45.4783,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.002827,0.000319,-0.006923
560,561.000,-0.8656,45.3176,0.0000,-0.001632,-0.076223,0.000000,-0.8617,45.3536,0.0047,0.1037,0.0000,0.0000,45.4021,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.000614,0.003215,-0.010329
561,562.000,-0.8672,45.2414,0.0000,-0.001604,-0.076219,0.000000,-0.8481,45.2790,-0.0065,0.1018,0.0000,0.0000,45.3259,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.012421,-0.014643,-0.010647
562,563.000,-0.8688,45.1652,0.0000,-0.001576,-0.076215,0.000000,-0.8569,45.2043,0.0075,0.1018,0.0000,0.0000,45.2497,0.000204,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007743,0.003973,0.011906
563,564.000,-0.8703,45.0890,0.0000,-0.001550,-0.076212,0.000000,-0.8595,45.1302,-0.0255,0.1010,0.0000,0.0000,45.1735,0.000202,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.013642,-0.007382,0.001991
564,565.000,-0.8720,45.0128,0.0000,-0.001726,-0.076208,0.000000,-0.8507,45.0731,-0.0123,0.0000,0.0000,0.0000,45.0974,0.000000,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,-0.004082,-0.004910,0.017076
565,566.000,-0.8737,44.9366,0.0000,-0.001690,-0.076205,0.000000,-0.8614,44.9530,-0.0145,0.1060,0.0000,0.0000,45.0212,0.000212,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.018975,0.003354,-0.007866
566,567.000,-0.8754,44.8604,0.0000,-0.001658,-0.076201,0.000000,-0.8478,44.9021,-0.0174,0.1041,0.0000,0.0000,44.9451,0.000208,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.007038,0.022985,-0.017120
567,568.000,-0.8770,44.7842,0.0000,-0.001628,-0.076197,0.000000,-0.8488,44.8179,-0.0225,0.1033,0.0000,0.0000,44.8689,0.000207,1.000000,0.000000,0.000000,0.000000,0.0000,1,0,0,0.005747,0.018928,-0.010656
